,Year (group)  /  UCR Violation Type Group (Incident) (group),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAWIN PARK ESTATE INDUSTRIAL,,14063,,,,12054,14063,4018,6030,8040,,,,4020,4020,2010,2011,2011,,2011,,6033,4022,4022,2012,8048,,2012,,10060,4024,2012,4026,14091,,,,12078,6039,2013,4028,10070,2014,,,8056,8056,4028,,10075,,,,12090,2015,8060,,6048,,,,6048,10080,4032
HAWKS RIDGE,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,2012,,2013,,,,,,,,6042,,,,4028,2014,,,2015,,,,6045,2015,,,2016,,,,,2016,2016
HAZELDEAN,20090,18081,,2009,2009,24108,18081,,8040,16080,,2010,4020,22110,16080,2010,20110,10055,,2011,,22121,16088,,18108,12072,,4024,4024,24144,14084,2012,8052,10065,,4026,12078,20130,10065,2013,10070,24168,,2014,,16112,10070,2014,20150,18135,,2015,2015,18135,14105,,8064,8064,,,2016,10080,10080,
HENDERSON ESTATES,,8036,,,,10045,4018,,2010,2010,,,,8040,,,6033,4022,,,,8044,,,,2012,,,4024,2012,,,2013,2013,,2013,,6039,,,,6042,,,,6042,,,2015,4030,,,,6045,4030,,2016,,,,,4032,2016,2016
HERITAGE VALLEY AREA,,,,,,2009,2009,,,,,,,,,,,2011,,,,,2011,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032
HERITAGE VALLEY TOWN CENTRE AREA,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,2014,,,,4028,2014,,2015,12090,,,,12090,2015,,,4032,,,,8064,4032,
HIGH PARK,20090,22099,,14063,2009,20090,18081,,22110,20100,,6030,2010,20100,18090,,16088,16088,,10055,6033,22121,16088,,18108,14084,,8048,8048,20120,16096,2012,24156,16104,,10065,10065,22143,22143,,24168,14098,,16112,6042,20140,16112,2014,22165,22165,,8060,12090,18135,18135,6045,8064,8064,,4032,2016,12096,6048,2016
HIGH PARK INDUSTRIAL,8036,8036,,2009,,18081,14063,4018,4020,4020,,2010,,18090,12060,,4022,6033,,2011,,8044,12066,,8048,2012,,2012,2012,14084,8048,2012,6039,4026,,2013,,12078,16104,,4028,6042,,,2014,14098,10070,,6045,12090,,,2015,8060,6045,2015,2016,6048,,,2016,8064,8064,2016
HIGHLANDS,16072,24108,2009,16072,2009,24108,22099,2009,18090,20100,,8040,4020,18090,16080,2010,16088,18099,,4022,,20110,18099,,18108,22132,,8048,2012,22132,14084,,14091,20130,,10065,,24156,14091,,12084,22154,,6042,,18126,20140,,16120,20150,,6045,4030,22165,20150,,10080,12096,,4032,,12096,8064,
HILLVIEW,18081,16072,2009,4018,2009,16072,14063,,14070,14070,,,4020,22110,12060,,20110,8044,,,2011,18099,16088,,12072,14084,,4024,6036,18108,12072,,18117,10065,,,2013,14091,10065,,12084,10070,,4028,2014,20140,10070,,16120,4030,,,4030,18135,8060,,4032,6048,,,2016,10080,6048,
HODGSON,2009,12054,,2009,,4018,8036,,2010,10050,,,,12060,2010,,,6033,,,,10055,6033,2011,,6036,,,,2012,4024,2012,,8052,,2013,2013,6039,4026,,6042,4028,,,,8056,,,4030,14105,,,2015,4030,6045,,2016,4032,,,,8064,6048,
HOLLICK-KENYON,12054,10045,,6027,,20090,12054,,14070,16080,,2010,,16080,14070,,10055,12066,,4022,6033,20110,10055,4022,18108,10060,,2012,2012,16096,10060,,14091,12078,,2013,,20130,14091,2013,16112,14098,,2014,,20140,14098,2014,16120,16120,,,2015,22165,10075,,8064,8064,,2016,2016,12096,8064,2016
HOLYROOD,10045,20090,,4018,2009,22099,14063,,14070,16080,,2010,,20100,14070,,12066,18099,,,2011,20110,10055,,14084,10060,,2012,,16096,8048,2012,18117,20130,,,4026,18117,10065,,10070,18126,,2014,2014,24168,12084,4028,16120,20150,,2015,4030,22165,14105,4030,4032,10080,,2016,4032,12096,8064,
HOMESTEADER,24108,24108,,10045,6027,24108,22099,2009,18090,18090,,10050,2010,20100,18090,,20110,20110,2011,8044,2011,20110,14077,2011,22132,18108,,6036,4024,14084,12072,2012,24156,12078,,2013,2013,18117,20130,,22154,12084,,2014,4028,22154,16112,,22165,20150,,10075,8060,18135,18135,2015,12096,10080,,2016,4032,12096,10080,4032
HUDSON,4018,6027,,,,20090,12054,,4020,8040,,2010,2010,16080,12060,,2011,4022,,,,6033,4022,,2012,4024,,,,4024,4024,,2013,2013,,,,16104,10065,,6042,4028,,2014,2014,12084,6042,2014,,8060,,,,10075,10075,,4032,8064,,,,6048,6048,
HUFF BREMNER ESTATE INDUSTRIAL,2009,24108,,2009,,24108,16072,2009,4020,18090,,2010,2010,22110,18090,4020,4022,10055,,,,14077,6033,10055,6036,14084,,4024,2012,18108,18108,6036,2013,14091,,2013,,10065,6039,,6042,10070,,,,10070,6042,6042,8060,16120,,2015,,12090,8060,2015,4032,12096,,,,8064,6048,
IDYLWYLDE,18081,16072,,6027,2009,22099,18081,,12060,16080,,4020,,20100,14070,,10055,10055,,6033,4022,18099,8044,,10060,18108,,4024,10060,14084,6036,,14091,10065,,2013,2013,16104,10065,2013,6042,16112,,4028,4028,20140,14098,,12090,14105,,2015,,20150,10075,2015,4032,8064,,,,10080,8064,
INDUSTRIAL HEIGHTS,4018,16072,,,,10045,18081,6027,4020,16080,,,,8040,6030,2010,8044,16088,,,,8044,10055,4022,4024,8048,,,,10060,6036,4024,6039,10065,,2013,,8052,16104,10065,4028,10070,,,,10070,16112,,4030,12090,,,,12090,16120,2015,4032,4032,,,,8064,4032,2016
INGLEWOOD,24108,24108,,14063,14063,24108,22099,4018,24120,24120,2010,18090,12060,24120,24120,6030,24132,24132,2011,16088,12066,24132,22121,,24144,24144,,14084,10060,24144,20120,4024,24156,22143,2013,16104,12078,24156,24156,,24168,22154,,18126,10070,24168,24168,8056,24180,22165,,18135,14105,24180,24180,2015,12096,12096,4032,12096,8064,12096,12096,2016
JACKSON HEIGHTS,10045,8036,,6027,4018,18081,8036,,10050,4020,2010,,2010,12060,10050,2010,12066,8044,,2011,,10055,10055,,8048,8048,,,4024,8048,8048,2012,8052,4026,,4026,,12078,6039,,8056,8056,,2014,4028,12084,4028,2014,14105,18135,,,2015,12090,10075,,10080,8064,,4032,,8064,6048,
JAMIESON PLACE,6027,18081,,2009,,18081,14063,,2010,16080,,2010,2010,12060,6030,4020,14077,6033,,2011,2011,12066,4022,,2012,2012,,2012,2012,20120,6036,2012,2013,12078,,2013,2013,14091,4026,2013,6042,12084,,4028,,6042,10070,,12090,14105,,6045,4030,18135,6045,,,8064,,,,6048,2016,2016
JASPER PARK,16072,18081,,8036,,20090,14063,2009,16080,22110,,6030,4020,16080,10050,,18099,16088,,8044,2011,20110,16088,,14084,18108,,2012,2012,18108,10060,,20130,16104,,10065,2013,22143,14091,,12084,14098,2014,6042,2014,18126,14098,,12090,12090,,2015,4030,16120,10075,,10080,8064,,6048,2016,10080,8064,
KAMEYOSEK,20090,14063,,8036,2009,14063,12054,2009,20100,14070,,,4020,8040,12060,4020,14077,14077,,8044,2011,20110,10055,,18108,6036,,2012,6036,20120,16096,,16104,12078,,,4026,20130,8052,,22154,12084,,6042,2014,14098,14098,2014,12090,18135,,8060,4030,16120,16120,,6048,4032,,6048,,10080,6048,
KEHEEWIN,18081,16072,,12054,2009,24108,16072,6027,18090,20100,,4020,,22110,16080,4020,18099,14077,,14077,2011,14077,12066,2011,18108,16096,,6036,6036,20120,12072,2012,10065,16104,,4026,,20130,12078,,14098,14098,,4028,,20140,16112,2014,18135,12090,,12090,2015,16120,12090,2015,8064,10080,,8064,,10080,10080,4032
KENILWORTH,16072,24108,,4018,2009,22099,16072,2009,14070,16080,,2010,4020,18090,20100,2010,12066,14077,,,2011,20110,16088,6033,12072,18108,,,6036,20120,6036,2012,16104,12078,,8052,2013,18117,16104,2013,10070,16112,,2014,,20140,16112,4028,14105,18135,,2015,4030,22165,16120,,6048,8064,,,4032,12096,10080,
KENNEDALE INDUSTRIAL,18081,18081,,6027,,22099,24108,2009,16080,14070,,8040,4020,20100,20100,,20110,18099,,6033,,24132,24132,2011,18108,18108,,12072,2012,20120,22132,6036,14091,12078,,,2013,20130,16104,4026,10070,16112,,2014,4028,24168,22154,4028,18135,20150,,2015,2015,22165,22165,8060,10080,6048,,,,12096,12096,
KENSINGTON,16072,22099,,12054,2009,24108,20090,2009,10050,22110,,8040,6030,22110,22110,,20110,20110,,8044,6033,18099,18099,,18108,20120,,,,22132,16096,2012,20130,20130,,2013,4026,24156,18117,,22154,20140,,4028,8056,22154,16112,,14105,18135,,8060,2015,24180,18135,2015,10080,12096,2016,,2016,12096,8064,
KERNOHAN,20090,16072,,8036,4018,20090,18081,,8040,14070,,2010,2010,16080,12060,,8044,8044,,2011,2011,16088,12066,,14084,14084,,,2012,20120,12072,,16104,6039,,2013,4026,12078,4026,,16112,12084,,4028,2014,16112,8056,,6045,14105,,,2015,16120,16120,,10080,6048,,,,12096,10080,2016
KILDARE,24108,16072,,14063,8036,24108,16072,6027,18090,16080,,10050,6030,22110,14070,2010,24132,20110,,6033,2011,22121,18099,6033,22132,20120,,10060,8048,22132,18108,2012,24156,16104,2013,10065,6039,22143,16104,4026,22154,20140,,8056,4028,22154,12084,8056,22165,18135,,8060,4030,22165,24180,2015,10080,10080,,4032,2016,10080,8064,6048
KILKENNY,24108,24108,4018,14063,8036,24108,22099,4018,24120,22110,,14070,8040,24120,18090,2010,24132,20110,,16088,4022,22121,20110,,24144,14084,,10060,16096,24144,20120,2012,24156,22143,,20130,,24156,24156,4026,20140,20140,,6042,6042,22154,20140,,22165,20150,2015,4030,8060,22165,20150,2015,12096,12096,,6048,6048,12096,12096,
KILLARNEY,24108,24108,2009,8036,8036,22099,18081,,24120,24120,,6030,4020,24120,22110,,22121,24132,,12066,8044,22121,22121,,22132,24144,,14084,12072,22132,22132,2012,24156,20130,,14091,12078,24156,24156,4026,22154,20140,2014,10070,10070,24168,18126,,22165,24180,,14105,6045,24180,22165,6045,10080,12096,,4032,4032,12096,12096,4032
KING EDWARD PARK,22099,24108,,6027,4018,24108,22099,2009,24120,18090,,2010,2010,24120,20100,2010,16088,16088,,4022,4022,20110,20110,2011,24144,20120,,,6036,22132,16096,4024,24156,20130,,12078,6039,24156,16104,2013,22154,22154,,8056,10070,24168,20140,2014,22165,24180,,6045,10075,24180,22165,6045,12096,10080,,4032,2016,12096,12096,
KINISKI GARDENS,16072,8036,,2009,2009,24108,14063,,22110,12060,,6030,10050,22110,16080,4020,16088,16088,,,6033,24132,18099,,18108,14084,,6036,8048,24144,14084,2012,18117,6039,,2013,4026,24156,18117,,18126,14098,,4028,8056,22154,14098,,20150,22165,,8060,2015,24180,20150,4030,6048,10080,,2016,2016,10080,10080,
KINOKAMAU PLAINS AREA,4018,16072,,,2009,2009,12054,,,12060,,,2010,6030,10050,2010,2011,10055,,,,8044,6033,,4024,14084,,,,6036,,2012,2013,6039,,,,4026,8052,2013,4028,2014,2014,,,4028,4028,4028,,12090,,,,10075,6045,6045,,4032,,,,,,
KIRKNESS,20090,16072,,4018,6027,18081,20090,2009,18090,18090,2010,4020,2010,18090,20100,,16088,8044,2011,6033,4022,20110,8044,2011,20120,18108,,2012,4024,18108,8048,,18117,10065,,4026,,16104,12078,4026,20140,8056,,,6042,14098,12084,2014,12090,10075,,4030,2015,20150,20150,,10080,6048,,,2016,10080,10080,2016
KLARVATTEN,12054,16072,,2009,2009,20090,14063,,6030,12060,,2010,2010,16080,8040,4020,6033,10055,,,2011,14077,6033,,4024,14084,,2012,6036,14084,8048,2012,8052,14091,,4026,2013,22143,10065,2013,6042,20140,,2014,,14098,8056,,10075,14105,,,4030,24180,6045,2015,4032,4032,,,2016,12096,8064,
LA PERLE,22099,16072,,6027,4018,24108,20090,,18090,18090,,6030,8040,24120,24120,2010,20110,14077,,4022,6033,18099,18099,,18108,12072,,6036,8048,20120,14084,2012,22143,14091,,2013,6039,20130,14091,,22154,12084,,,6042,20140,12084,,20150,20150,,2015,4030,22165,12090,2015,10080,8064,,2016,2016,12096,12096,2016
LAGO LINDO,12054,14063,,,,24108,16072,2009,10050,16080,2010,2010,2010,22110,10050,,10055,8044,,2011,2011,12066,4022,2011,16096,12072,,2012,6036,22132,4024,4024,8052,10065,,2013,2013,20130,14091,,4028,10070,,4028,6042,16112,12084,,8060,8060,,2015,2015,20150,10075,2015,4032,10080,,,,12096,8064,
LAMBTON INDUSTRIAL,2009,10045,,2009,,8036,12054,2009,,8040,,,,4020,12060,,4022,10055,,2011,,10055,2011,,4024,,,,,6036,6036,,2013,2013,,2013,2013,8052,4026,,4028,4028,,,,4028,10070,,,4030,,,,10075,6045,,,,,,,4032,4032,2016
LANSDOWNE,6027,16072,,2009,,12054,8036,,4020,6030,,4020,,6030,4020,,4022,6033,,2011,2011,8044,2011,,4024,6036,,4024,2012,4024,8048,,,4026,,,,6039,2013,2013,2014,10070,,,,12084,4028,,2015,6045,,2015,2015,12090,10075,,2016,6048,,,,6048,4032,
LARKSPUR,14063,12054,,6027,6027,24108,14063,,16080,16080,,4020,2010,22110,12060,4020,18099,16088,,8044,,16088,10055,2011,18108,14084,,2012,6036,20120,12072,,14091,8052,2013,6039,2013,16104,14091,,16112,16112,,8056,4028,22154,18126,6042,16120,24180,,4030,4030,22165,12090,2015,8064,8064,,,2016,12096,12096,
LAUDERDALE,20090,22099,,8036,4018,24108,22099,4018,20100,22110,,8040,2010,24120,24120,2010,22121,20110,,8044,4022,24132,22121,,22132,16096,,2012,6036,24144,24144,,16104,16104,,10065,2013,24156,18117,2013,22154,22154,,6042,6042,20140,20140,,22165,20150,,8060,4030,24180,22165,,12096,10080,,,,12096,12096,2016
LAUREL,,10045,,,,2009,2009,2009,,10050,,,,6030,6030,,2011,10055,,,2011,2011,6033,2011,8048,14084,,,,10060,8048,2012,4026,12078,,2013,,10065,6039,2013,8056,10070,,,,8056,10070,2014,14105,20150,,,6045,14105,14105,8060,10080,8064,,2016,,12096,12096,6048
LAURIER HEIGHTS,8036,14063,,,,18081,8036,,6030,10050,,2010,,18090,10050,,4022,10055,,2011,,8044,10055,,4024,8048,,,,10060,6036,2012,,8052,,,2013,8052,4026,2013,4028,16112,,2014,2014,18126,8056,,6045,14105,,,,14105,2015,4030,2016,10080,,2016,,10080,,
LEE RIDGE,16072,18081,2009,10045,2009,20090,8036,,14070,14070,,6030,6030,16080,12060,4020,14077,6033,,4022,8044,10055,8044,,20120,10060,,8048,4024,16096,14084,,16104,16104,,10065,4026,18117,16104,,14098,10070,,8056,4028,12084,10070,2014,12090,10075,,,2015,14105,10075,,10080,4032,,2016,4032,6048,8064,
LEGER,2009,10045,,2009,,12054,,,6030,2010,,2010,,4020,,,2011,4022,,4022,,20110,8044,2011,12072,4024,,2012,2012,12072,2012,,6039,8052,,2013,6039,14091,8052,4026,4028,2014,,2014,6042,12084,4028,,14105,10075,,,4030,14105,4030,4030,4032,6048,,,4032,8064,4032,
LENDRUM PLACE,16072,14063,,4018,,18081,12054,,6030,12060,,2010,2010,14070,4020,,4022,8044,,2011,2011,8044,4022,,8048,8048,,4024,2012,14084,6036,,8052,14091,,2013,,8052,6039,,8056,18126,,,2014,14098,4028,2014,8060,16120,,2015,2015,18135,12090,,2016,10080,,,,12096,4032,2016
LEWIS FARMS INDUSTRIAL,2009,2009,,,,6027,6027,,2010,4020,,,2010,2010,2010,2010,6033,2011,,,2011,2011,2011,,2012,2012,,,,,,,4026,2013,,,,2013,2013,,4028,8056,,,2014,4028,2014,,2015,10075,,,,4030,12090,2015,,4032,,2016,,2016,4032,2016
LORELEI,20090,18081,,6027,4018,22099,12054,2009,18090,22110,2010,4020,4020,22110,20100,,16088,4022,,2011,4022,18099,14077,2011,12072,20120,,4024,,18108,16096,2012,18117,18117,,6039,2013,18117,18117,,12084,10070,,4028,,18126,18126,,16120,22165,,2015,2015,18135,24180,,8064,8064,,,2016,12096,8064,
LYMBURN,22099,20090,,4018,6027,20090,22099,,24120,16080,,4020,4020,22110,16080,,20110,12066,,6033,2011,22121,16088,,18108,8048,,6036,4024,24144,12072,,16104,16104,,,6039,24156,10065,2013,16112,12084,,4028,2014,22154,14098,,20150,20150,,4030,2015,22165,16120,,12096,8064,,2016,2016,10080,12096,
LYNNWOOD,16072,22099,,6027,2009,22099,20090,,14070,14070,,6030,2010,24120,18090,2010,14077,10055,,4022,6033,20110,20110,,10060,14084,,2012,8048,16096,16096,2012,6039,12078,,4026,8052,22143,12078,,16112,16112,,2014,2014,24168,12084,,12090,14105,,2015,2015,18135,20150,4030,6048,8064,,,2016,12096,10080,2016
MACEWAN,16072,18081,2009,6027,,24108,18081,,12060,16080,,4020,2010,24120,2010,6030,8044,20110,,8044,,22121,10055,,18108,12072,,2012,2012,22132,8048,2012,4026,14091,,6039,2013,16104,14091,,8056,22154,,4028,2014,16112,10070,,10075,18135,,4030,,22165,8060,,4032,8064,,2016,2016,12096,8064,
MACTAGGART,,10045,,,,4018,,2009,2010,8040,,,,4020,2010,,,2011,,2011,,8044,2011,2011,2012,4024,,,,6036,2012,4024,4026,10065,,,2013,2013,,2013,4028,14098,,,,8056,8056,,2015,8060,,,2015,10075,2015,2015,2016,8064,,2016,,4032,4032,
MAGRATH HEIGHTS,,12054,,,,12054,8036,8036,4020,12060,,,,10050,2010,,2011,12066,2011,4022,2011,8044,,,2012,6036,,,2012,12072,4024,,4026,4026,,,,10065,2013,2013,4028,6042,,2014,,10070,4028,,6045,8060,,,4030,16120,4030,2015,4032,4032,,2016,,6048,2016,
MALMO PLAINS,8036,16072,,,,12054,12054,,14070,10050,,,,14070,6030,2010,14077,12066,,2011,2011,20110,4022,,8048,14084,,4024,,18108,2012,,2013,10065,,,2013,8052,8052,,8056,18126,,,2014,22154,8056,,6045,16120,,,,18135,6045,,4032,10080,,,2016,12096,4032,2016
MAPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,2014,,2014,,6042,2014,4028,,8060,,,,6045,2015,,,4032,,,,4032,4032,
MAPLE RIDGE,16072,10045,,,,14063,10045,,14070,6030,,,2010,2010,8040,,10055,8044,,,2011,6033,4022,,16096,10060,,4024,,10060,6036,,20130,10065,,,4026,6039,8052,,6042,8056,,,2014,12084,8056,,10075,10075,,2015,4030,8060,6045,,6048,2016,,,2016,8064,6048,
MAPLE RIDGE INDUSTRIAL,,10045,,,,2009,2009,,2010,8040,,2010,,2010,2010,,,6033,,,,4022,4022,,,4024,,,,4024,6036,,,10065,,,,2013,4026,2013,,8056,,,,2014,,,4030,12090,,,,6045,8060,2015,,4032,,,,4032,2016,
MATT BERRY,14063,12054,,8036,4018,12054,12054,,10050,4020,,4020,,20100,10050,2010,8044,14077,,2011,,10055,14077,2011,10060,16096,,,,14084,8048,,8052,10065,,2013,2013,16104,12078,2013,4028,,,2014,4028,16112,8056,,4030,6045,,,,14105,8060,,2016,10080,,2016,2016,12096,10080,
MAYFIELD,12054,18081,,,2009,22099,16072,,14070,14070,,,,14070,16080,,8044,8044,,2011,6033,14077,8044,,4024,12072,,2012,,14084,10060,2012,14091,18117,,2013,2013,16104,14091,,14098,16112,,2014,2014,10070,12084,,10075,18135,,8060,2015,20150,18135,2015,6048,10080,,,,8064,10080,
MAYLIEWAN,12054,10045,2009,2009,,12054,12054,,10050,6030,,4020,2010,14070,2010,,8044,8044,,4022,,16088,6033,,8048,10060,,,2012,12072,4024,2012,6039,8052,,2013,2013,20130,10065,,8056,12084,,4028,,12084,10070,,4030,16120,,2015,,18135,14105,,4032,8064,,2016,2016,10080,10080,2016
MCARTHUR INDUSTRIAL,4018,16072,,4018,,18081,8036,,2010,10050,,,,14070,12060,,4022,8044,,,2011,14077,,,4024,2012,,2012,,12072,2012,,4026,8052,,,,12078,4026,,4028,8056,,2014,,10070,6042,,2015,6045,,2015,,12090,6045,,2016,8064,,2016,,6048,2016,4032
MCCAULEY,24108,24108,4018,24108,12054,24108,24108,6027,24120,24120,2010,24120,18090,24120,24120,,24132,22121,8044,22121,18099,24132,22121,6033,24144,24144,2012,24144,20120,24144,22132,,24156,24156,2013,24156,20130,22143,22143,2013,24168,22154,2014,24168,18126,24168,24168,4028,24180,22165,,24180,20150,24180,24180,4030,12096,12096,2016,10080,12096,12096,12096,
MCCONACHIE AREA,,4018,,,,,2009,,,8040,,,,8040,2010,2010,,6033,,,,2011,2011,,4024,8048,,,,6036,,2012,2013,10065,,,,18117,14091,2013,6042,10070,,,,14098,14098,,12090,16120,,2015,,14105,16120,8060,8064,8064,2016,,2016,10080,8064,2016
MCINTYRE INDUSTRIAL,4018,18081,,2009,2009,12054,10045,8036,14070,22110,2010,6030,2010,10050,10050,2010,14077,16088,,,6033,14077,8044,4022,10060,8048,,,,12072,8048,2012,4026,6039,,,2013,16104,12078,4026,14098,8056,,2014,,10070,14098,,6045,10075,,4030,,10075,8060,2015,2016,8064,,4032,,8064,2016,2016
MCKERNAN,12054,24108,,6027,4018,20090,10045,,8040,22110,,,4020,24120,6030,2010,6033,22121,,4022,2011,18099,14077,,16096,12072,,2012,2012,18108,8048,,8052,22143,,,2013,14091,6039,,12084,24168,,,6042,20140,16112,,12090,20150,,2015,6045,18135,8060,2015,4032,12096,,,2016,10080,4032,2016
MCLEOD,10045,12054,,4018,2009,20090,14063,4018,16080,8040,,,,14070,10050,,16088,10055,,4022,,18099,10055,2011,10060,10060,,,,16096,4024,2012,10065,10065,,4026,,20130,12078,4026,12084,16112,,2014,2014,16112,16112,,14105,4030,,2015,2015,20150,8060,,2016,10080,,,,10080,4032,
MCNAMARA INDUSTRIAL,4018,20090,,2009,,18081,20090,6027,,18090,,2010,2010,14070,10050,6030,6033,14077,,,2011,10055,8044,2011,2012,20120,,,2012,12072,8048,4024,2013,14091,,,,12078,6039,4026,8056,12084,,,,22154,12084,,6045,16120,,,,20150,8060,6045,,8064,,,,10080,4032,
MCQUEEN,18081,20090,,2009,4018,24108,8036,2009,8040,16080,,,4020,16080,14070,,10055,10055,,2011,2011,10055,12066,,10060,6036,,,,22132,10060,2012,12078,18117,,8052,,18117,12078,,12084,20140,,2014,4028,18126,14098,,10075,16120,,,2015,16120,10075,,4032,6048,,,,12096,4032,
MEADOWLARK PARK,10045,24108,,8036,,22099,14063,4018,14070,12060,,4020,2010,20100,16080,,12066,16088,,4022,,20110,14077,,14084,18108,,6036,2012,16096,10060,,12078,12078,,6039,,22143,10065,2013,22154,24168,,6042,8056,24168,8056,2014,16120,18135,,6045,2015,20150,12090,2015,8064,10080,,6048,4032,12096,6048,2016
MEADOWS AREA,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,2016,,,,,,
