neighbourhood_area,neighbourhood,neighbourhood_id,adjacent,adjacent_id
1.334660715,Delwood,2230,Belvedere,2080
1.334660715,Delwood,2230,Glengarry,2290
1.334660715,Delwood,2230,Kildare,2400
1.334660715,Delwood,2230,Killarney,2420
1.334660715,Delwood,2230,Northmount,2580
1.334660715,Delwood,2230,York,2720
1.348106672,Desrochers Area,5463,Allard,5458
1.348106672,Desrochers Area,5463,Callaghan,5457
1.348106672,Desrochers Area,5463,Chappelle Area,5462
0.982474811,Dominion Industrial,3160,Brown Industrial,3050
0.982474811,Dominion Industrial,3160,Dovercourt,3170
0.982474811,Dominion Industrial,3160,Gagnon Estate Industrial,4150
0.982474811,Dominion Industrial,3160,Garside Industrial,4170
0.982474811,Dominion Industrial,3160,Huff Bremner Estate Industrial,3230
0.982474811,Dominion Industrial,3160,Mitchell Industrial,4330
0.982474811,Dominion Industrial,3160,Woodcroft,3450
0.67321343,Donsdale,4120,Dechene,4110
0.67321343,Donsdale,4120,Gariepy,4160
0.67321343,Donsdale,4120,Jamieson Place,4220
0.67321343,Donsdale,4120,Wedgewood Heights,4570
1.001265081,Dovercourt,3170,Brown Industrial,3050
1.001265081,Dovercourt,3170,Dominion Industrial,3160
1.001265081,Dovercourt,3170,Hagmann Estate Industrial,3220
1.001265081,Dovercourt,3170,Huff Bremner Estate Industrial,3230
1.001265081,Dovercourt,3170,Inglewood,3240
1.001265081,Dovercourt,3170,Sherbrooke,3410
1.001265081,Dovercourt,3170,Woodcroft,3450
2.3044702,Downtown,1090,McCauley,1140
2.3044702,Downtown,1090,Riverdale,1210
1.390157265,Duggan,5160,Calgary Trail South,5120
1.390157265,Duggan,5160,Greenfield,5220
1.390157265,Duggan,5160,Rideau Park,5360
1.390157265,Duggan,5160,Royal Gardens,5430
1.390157265,Duggan,5160,Steinhauer,5470
1.390157265,Duggan,5160,Sweet Grass,5490
2.227150603,Dunluce,3180,Albany,3460
2.227150603,Dunluce,3180,Baturyn,3030
2.227150603,Dunluce,3180,Beaumaris,3040
2.227150603,Dunluce,3180,Canossa,3080
2.227150603,Dunluce,3180,Cumberland,3150
2.227150603,Dunluce,3180,Griesbach,3111
2.227150603,Dunluce,3180,Lorelei,3280
2.227150603,Dunluce,3180,Oxford,3320
2.227150603,Dunluce,3180,Rapperswill,3370
2.622640091,Eastgate Business Park,6180,Fulton Place,6240
2.622640091,Eastgate Business Park,6180,Gold Bar,6270
2.622640091,Eastgate Business Park,6180,Ottewell,6550
2.622640091,Eastgate Business Park,6180,River Valley Gold Bar,6620
1.131892245,Eastwood,1100,Alberta Avenue,1010
1.131892245,Eastwood,1100,Delton,1080
1.131892245,Eastwood,1100,Elmwood Park,1130
1.131892245,Eastwood,1100,Parkdale,1160
1.28620197,Eaux Claires,2241,Baturyn,3030
1.28620197,Eaux Claires,2241,Beaumaris,3040
1.28620197,Eaux Claires,2241,Evansdale,2260
1.28620197,Eaux Claires,2241,Griesbach,3111
1.28620197,Eaux Claires,2241,Lago Lindo,2450
1.28620197,Eaux Claires,2241,Lorelei,3280
0.612884358,Ebbers,2251,Clareview Town Centre,2145
0.612884358,Ebbers,2251,Gorman,2311
0.612884358,Ebbers,2251,Kirkness,2430
0.612884358,Ebbers,2251,Miller,2541
1.182253082,Edmiston Industrial,4130,Armstrong Industrial,4030
1.182253082,Edmiston Industrial,4130,Kinokamau Plains Area,4475
1.182253082,Edmiston Industrial,4130,White Industrial,4630
1.182253082,Edmiston Industrial,4130,Wilson Industrial,4640
53.18757053,Edmonton Energy And Technology Park,2681,Anthony Henday Energy Park,4019
53.18757053,Edmonton Energy And Technology Park,2681,Anthony Henday Horse Hill,4021
53.18757053,Edmonton Energy And Technology Park,2681,Rural North East Horse Hill,2670
3.055364353,Edmonton Municipal Airport,1110,Hagmann Estate Industrial,3220
3.055364353,Edmonton Municipal Airport,1110,Inglewood,3240
3.055364353,Edmonton Municipal Airport,1110,Prince Charles,3350
3.055364353,Edmonton Municipal Airport,1110,Spruce Avenue,1230
3.055364353,Edmonton Municipal Airport,1110,Westwood,1250
3.055364353,Edmonton Municipal Airport,1110,Yellowhead Corridor West,1280
0.75291457,Edmonton Northlands,1120,Cromdale,1070
0.75291457,Edmonton Northlands,1120,Montrose,2550
0.75291457,Edmonton Northlands,1120,Parkdale,1160
1.216429721,Edmonton Research and Development Park,6190,Meyonohk,6470
1.216429721,Edmonton Research and Development Park,6190,Parsons Industrial,6570
1.216429721,Edmonton Research and Development Park,6190,Satoo,6680
0.819662373,Ekota,6200,Menisa,6450
0.819662373,Ekota,6200,Meyokumin,6460
0.819662373,Ekota,6200,Meyonohk,6470
0.819662373,Ekota,6200,Mill Woods Park,6510
0.819662373,Ekota,6200,Sakaw,6670
0.819662373,Ekota,6200,Satoo,6680
1.579639761,Ellerslie,6211,Charlesworth,6661
1.579639761,Ellerslie,6211,Ellerslie Industrial,6214
1.579639761,Ellerslie,6211,Summerside,6213
1.579639761,Ellerslie,6211,Walker,6662
5.946647115,Ellerslie Industrial,6214,Blackburne,5590
5.946647115,Ellerslie Industrial,6214,Cashman,5466
5.946647115,Ellerslie Industrial,6214,Cavanagh,5467
5.946647115,Ellerslie Industrial,6214,Ellerslie,6211
5.946647115,Ellerslie Industrial,6214,Summerside,6213
5.946647115,Ellerslie Industrial,6214,The Orchards At Ellerslie,6216
1.025925189,Elmwood,4140,Callingwood North,4070
1.025925189,Elmwood,4140,Lynnwood,4280
1.025925189,Elmwood,4140,Meadowlark Park,4310
1.025925189,Elmwood,4140,Patricia Heights,4390
1.025925189,Elmwood,4140,Summerlea,4520
1.025925189,Elmwood,4140,Thorncliff,4560
1.025925189,Elmwood,4140,West Meadowlark Park,4590
1.025925189,Elmwood,4140,Westridge,4610
0.479574314,Elmwood Park,1130,Eastwood,1100
0.479574314,Elmwood Park,1130,Yellowhead Corridor East,1270
0.840948772,Elsinore,3190,Anthony Henday Lake District,4017
0.840948772,Elsinore,3190,Baturyn,3030
0.840948772,Elsinore,3190,Lago Lindo,2450
1.072123643,Empire Park,5170,Calgary Trail North,5110
1.072123643,Empire Park,5170,Calgary Trail South,5120
1.072123643,Empire Park,5170,Lendrum Place,5270
1.072123643,Empire Park,5170,Malmo Plains,5280
1.072123643,Empire Park,5170,Rideau Park,5360
1.072123643,Empire Park,5170,Royal Gardens,5430
1.204175349,Ermineskin,5180,Calgary Trail South,5120
1.204175349,Ermineskin,5180,Keheewin,5250
1.204175349,Ermineskin,5180,Parsons Industrial,6570
1.204175349,Ermineskin,5180,Skyrattler,5460
1.204175349,Ermineskin,5180,South Edmonton Common,6195
1.204175349,Ermineskin,5180,Steinhauer,5470
1.204175349,Ermineskin,5180,Sweet Grass,5490
1.568066663,Evansdale,2260,Beaumaris,3040
1.568066663,Evansdale,2260,Belle Rive,2050
1.568066663,Evansdale,2260,Eaux Claires,2241
1.568066663,Evansdale,2260,Griesbach,3111
1.568066663,Evansdale,2260,Kildare,2400
1.568066663,Evansdale,2260,Kilkenny,2410
1.568066663,Evansdale,2260,Mayliewan,2511
1.568066663,Evansdale,2260,Northmount,2580
0.656219202,Evergreen,2270,Rural North East Horse Hill,2670
0.650281691,Falconer Heights,5190,Bulyea Heights,5100
0.650281691,Falconer Heights,5190,Carter Crest,5130
1.627311385,Forest Heights,6230,Cloverdale,6070
1.627311385,Forest Heights,6230,Holyrood,6310
1.627311385,Forest Heights,6230,Ottewell,6550
1.627311385,Forest Heights,6230,Terrace Heights,6730
1.241280001,Fraser,2280,Bannerman,2030
1.241280001,Fraser,2280,Gorman,2311
1.241280001,Fraser,2280,Hairsine,2320
1.241280001,Fraser,2280,Kirkness,2430
0.978513183,Fulton Place,6240,Capilano,6061
0.978513183,Fulton Place,6240,Eastgate Business Park,6180
0.978513183,Fulton Place,6240,Gold Bar,6270
0.978513183,Fulton Place,6240,Ottewell,6550
0.978513183,Fulton Place,6240,River Valley Gold Bar,6620
0.556697574,Gagnon Estate Industrial,4150,Bonaventure Industrial,4050
0.556697574,Gagnon Estate Industrial,4150,Brown Industrial,3050
0.556697574,Gagnon Estate Industrial,4150,Dominion Industrial,3160
0.556697574,Gagnon Estate Industrial,4150,Mitchell Industrial,4330
0.431990882,Gainer Industrial,6250,Davies Industrial East,6160
0.431990882,Gainer Industrial,6250,Girard Industrial,6260
0.431990882,Gainer Industrial,6250,Kenilworth,6350
0.431990882,Gainer Industrial,6250,King Edward Park,6360
0.431990882,Gainer Industrial,6250,Lambton Industrial,6380
0.431990882,Gainer Industrial,6250,Morris Industrial,6540
0.431990882,Gainer Industrial,6250,Weir Industrial,6780
0.679194875,Gariepy,4160,Callingwood South,4080
0.679194875,Gariepy,4160,Dechene,4110
0.679194875,Gariepy,4160,Donsdale,4120
0.679194875,Gariepy,4160,Oleskiw,4360
0.679194875,Gariepy,4160,Ormsby Place,4380
0.828989776,Garneau,5200,McKernan,5290
0.828989776,Garneau,5200,Queen Alexandra,5330
0.828989776,Garneau,5200,Strathcona,5480
0.828989776,Garneau,5200,University of Alberta,5520
0.664488131,Garside Industrial,4170,Alberta Park Industrial,4010
0.664488131,Garside Industrial,4170,Dominion Industrial,3160
0.664488131,Garside Industrial,4170,Hawin Park Estate Industrial,4190
0.664488131,Garside Industrial,4170,High Park Industrial,4210
0.664488131,Garside Industrial,4170,Huff Bremner Estate Industrial,3230
0.664488131,Garside Industrial,4170,Mitchell Industrial,4330
0.664488131,Garside Industrial,4170,Sheffield Industrial,4490
0.497380572,Girard Industrial,6260,Avonmore,6020
0.497380572,Girard Industrial,6260,Coronet Addition Industrial,6090
0.497380572,Girard Industrial,6260,Davies Industrial East,6160
0.497380572,Girard Industrial,6260,Davies Industrial West,6170
0.497380572,Girard Industrial,6260,Gainer Industrial,6250
0.497380572,Girard Industrial,6260,King Edward Park,6360
1.784947269,Glastonbury,4720,Anthony Henday,4011
1.784947269,Glastonbury,4720,Anthony Henday South West,4012
1.784947269,Glastonbury,4720,Breckenridge Greens,4700
1.784947269,Glastonbury,4720,Granville,4551
1.784947269,Glastonbury,4720,Potter Greens,4710
1.784947269,Glastonbury,4720,The Hamptons,4461
1.344767417,Glengarry,2290,Balwin,2020
1.344767417,Glengarry,2290,Delwood,2230
1.344767417,Glengarry,2290,Griesbach,3111
1.344767417,Glengarry,2290,Kildare,2400
1.344767417,Glengarry,2290,Northmount,2580
1.344767417,Glengarry,2290,Rosslyn,3390
1.621639897,Glenora,3200,Grovenor,3210
1.621639897,Glenora,3200,McQueen,3300
1.621639897,Glenora,3200,North Glenora,3310
1.621639897,Glenora,3200,River Valley Capitol Hill,3380
1.621639897,Glenora,3200,Westmount,3440
3.619527891,Glenridding Area,5577,Keswick Area,5576
3.619527891,Glenridding Area,5577,Windermere,5570
3.619527891,Glenridding Area,5577,Windermere Area,5575
1.772615097,Glenwood,4180,Britannia Youngstown,4060
1.772615097,Glenwood,4180,Meadowlark Park,4310
1.772615097,Glenwood,4180,Place LaRue,4400
1.772615097,Glenwood,4180,Sherwood,4500
1.772615097,Glenwood,4180,Stone Industrial,4510
1.772615097,Glenwood,4180,Summerlea,4520
1.772615097,Glenwood,4180,Terra Losa,4540
1.772615097,Glenwood,4180,West Jasper Place,4580
1.772615097,Glenwood,4180,West Meadowlark Park,4590
1.04482073,Gold Bar,6270,Capilano,6061
1.04482073,Gold Bar,6270,Eastgate Business Park,6180
1.04482073,Gold Bar,6270,Fulton Place,6240
1.04482073,Gold Bar,6270,Ottewell,6550
2.680708187,Goodridge Corners,3490,Anthony Henday Castledowns,4016
2.680708187,Goodridge Corners,3490,Anthony Henday Rampart,4023
2.995709475,Gorman,2311,Anthony Henday Energy Park,4019
2.995709475,Gorman,2311,Cy Becker,2611
2.995709475,Gorman,2311,Ebbers,2251
2.995709475,Gorman,2311,Fraser,2280
2.995709475,Gorman,2311,Kirkness,2430
0.561883189,Grandview Heights,5210,University of Alberta Farm,5530
1.362479552,Granville,4551,Breckenridge Greens,4700
1.362479552,Granville,4551,Glastonbury,4720
1.362479552,Granville,4551,Potter Greens,4710
1.362479552,Granville,4551,Rosenthal,4750
1.362479552,Granville,4551,The Hamptons,4461
0.65900596,Graydon Hill,5468,Paisley,5469
1.529887226,Greenfield,5220,Aspen Gardens,5020
1.529887226,Greenfield,5220,Duggan,5160
1.529887226,Greenfield,5220,Rideau Park,5360
1.529887226,Greenfield,5220,Royal Gardens,5430
1.529887226,Greenfield,5220,Steinhauer,5470
1.529887226,Greenfield,5220,Sweet Grass,5490
1.529887226,Greenfield,5220,Westbrook Estates,5540
0.986138127,Greenview,6280,Hillview,6300
0.986138127,Greenview,6280,Lee Ridge,6400
0.986138127,Greenview,6280,Michaels Park,6480
0.986138127,Greenview,6280,Mill Woods Golf Course,6500
2.696720743,Griesbach,3111,Beaumaris,3040
2.696720743,Griesbach,3111,Caernarvon,3060
2.696720743,Griesbach,3111,Carlisle,3090
2.696720743,Griesbach,3111,Dunluce,3180
2.696720743,Griesbach,3111,Eaux Claires,2241
2.696720743,Griesbach,3111,Evansdale,2260
2.696720743,Griesbach,3111,Glengarry,2290
2.696720743,Griesbach,3111,Kensington,3250
2.696720743,Griesbach,3111,Rosslyn,3390
0.920762563,Grovenor,3210,Canora,4090
0.920762563,Grovenor,3210,Glenora,3200
0.920762563,Grovenor,3210,High Park,4200
0.920762563,Grovenor,3210,McQueen,3300
0.920762563,Grovenor,3210,North Glenora,3310
0.920762563,Grovenor,3210,River Valley Capitol Hill,3380
0.920762563,Grovenor,3210,West Jasper Place,4580
1.277240577,Haddow,5610,Carter Crest,5130
1.277240577,Haddow,5610,Leger,5630
1.277240577,Haddow,5610,River Valley Terwillegar,5380
1.277240577,Haddow,5610,Terwillegar Towne,5640
0.527777104,Hagmann Estate Industrial,3220,Athlone,3010
0.527777104,Hagmann Estate Industrial,3220,Bonaventure Industrial,4050
0.527777104,Hagmann Estate Industrial,3220,Brown Industrial,3050
0.527777104,Hagmann Estate Industrial,3220,Dovercourt,3170
0.527777104,Hagmann Estate Industrial,3220,Edmonton Municipal Airport,1110
0.527777104,Hagmann Estate Industrial,3220,McArthur Industrial,3290
0.527777104,Hagmann Estate Industrial,3220,Prince Charles,3350
0.527777104,Hagmann Estate Industrial,3220,Sherbrooke,3410
0.659467121,Hairsine,2320,Bannerman,2030
0.659467121,Hairsine,2320,Belmont,2070
0.659467121,Hairsine,2320,Clareview Town Centre,2145
0.659467121,Hairsine,2320,Fraser,2280
0.659467121,Hairsine,2320,Kernohan,2390
0.659467121,Hairsine,2320,Kirkness,2430
0.678200086,Hawin Park Estate Industrial,4190,Alberta Park Industrial,4010
0.678200086,Hawin Park Estate Industrial,4190,Carleton Square Industrial,4100
0.678200086,Hawin Park Estate Industrial,4190,Garside Industrial,4170
0.678200086,Hawin Park Estate Industrial,4190,Kinokamau Plains Area,4475
0.678200086,Hawin Park Estate Industrial,4190,Norwester Industrial,4350
1.415869897,Hawks Ridge,4473,Rural West Big Lake,4470
1.415869897,Hawks Ridge,4473,Trumpeter Area,4471
1.133185391,Hazeldean,6290,CPR Irvine,6110
1.133185391,Hazeldean,6290,Ritchie,6610
1.133185391,Hazeldean,6290,Rosedale Industrial,6650
0.786737951,Henderson Estates,5230,Rhatigan Ridge,5350
1.316954514,Heritage Valley Area,5456,Chappelle Area,5462
1.316954514,Heritage Valley Area,5456,Heritage Valley Town Centre Area,5464
1.316954514,Heritage Valley Area,5456,Rutherford,5454
0.965717861,Heritage Valley Town Centre Area,5464,Allard,5458
0.965717861,Heritage Valley Town Centre Area,5464,Callaghan,5457
0.965717861,Heritage Valley Town Centre Area,5464,Heritage Valley Area,5456
0.965717861,Heritage Valley Town Centre Area,5464,Paisley,5469
0.965717861,Heritage Valley Town Centre Area,5464,Rutherford,5454
0.719230112,High Park,4200,Britannia Youngstown,4060
0.719230112,High Park,4200,Canora,4090
0.719230112,High Park,4200,Grovenor,3210
0.719230112,High Park,4200,High Park Industrial,4210
0.719230112,High Park,4200,Huff Bremner Estate Industrial,3230
0.719230112,High Park,4200,Mayfield,4290
0.719230112,High Park,4200,Sheffield Industrial,4490
0.388799173,High Park Industrial,4210,Alberta Park Industrial,4010
0.388799173,High Park Industrial,4210,Garside Industrial,4170
0.388799173,High Park Industrial,4210,High Park,4200
0.388799173,High Park Industrial,4210,Huff Bremner Estate Industrial,3230
0.388799173,High Park Industrial,4210,Mayfield,4290
0.388799173,High Park Industrial,4210,McQueen,3300
0.388799173,High Park Industrial,4210,Sheffield Industrial,4490
1.14709706,Highlands,2330,Beacon Heights,2040
1.14709706,Highlands,2330,Bellevue,2060
1.14709706,Highlands,2330,Beverly Heights,2100
1.14709706,Highlands,2330,Montrose,2550
1.14709706,Highlands,2330,Newton,2560
1.14709706,Highlands,2330,River Valley Highlands,2640
1.102185648,Hillview,6300,Greenview,6280
1.102185648,Hillview,6300,Lee Ridge,6400
1.102185648,Hillview,6300,Michaels Park,6480
1.102185648,Hillview,6300,Tawa,6720
1.102185648,Hillview,6300,Weinlos,6770
0.690446066,Hodgson,5620,Carter Crest,5130
0.690446066,Hodgson,5620,Leger,5630
0.690446066,Hodgson,5620,Magrath Heights,5476
0.690446066,Hodgson,5620,Terwillegar Towne,5640
0.690446066,Hodgson,5620,Whitemud Creek Ravine South,5560
1.285449378,Holyrood,6310,Bonnie Doon,6040
1.285449378,Holyrood,6310,Cloverdale,6070
1.285449378,Holyrood,6310,Forest Heights,6230
1.285449378,Holyrood,6310,Kenilworth,6350
1.285449378,Holyrood,6310,Ottewell,6550
1.285449378,Holyrood,6310,Strathearn,6710
1.285449378,Holyrood,6310,Terrace Heights,6730
1.577835578,Homesteader,2350,Abbottsfield,2010
1.577835578,Homesteader,2350,Bergman,2090
1.577835578,Homesteader,2350,Industrial Heights,2360
1.577835578,Homesteader,2350,Kennedale Industrial,2380
1.577835578,Homesteader,2350,Newton,2560
1.577835578,Homesteader,2350,Overlanders,2590
1.577835578,Homesteader,2350,River Valley Hermitage,2630
1.577835578,Homesteader,2350,Sifton Park,2710
0.679483753,Hudson,3480,Pembina,3340
1.040643268,Huff Bremner Estate Industrial,3230,Dominion Industrial,3160
1.040643268,Huff Bremner Estate Industrial,3230,Dovercourt,3170
1.040643268,Huff Bremner Estate Industrial,3230,Garside Industrial,4170
1.040643268,Huff Bremner Estate Industrial,3230,High Park,4200
1.040643268,Huff Bremner Estate Industrial,3230,High Park Industrial,4210
1.040643268,Huff Bremner Estate Industrial,3230,McQueen,3300
1.040643268,Huff Bremner Estate Industrial,3230,Mitchell Industrial,4330
1.040643268,Huff Bremner Estate Industrial,3230,Woodcroft,3450
0.664832905,Idylwylde,6320,Bonnie Doon,6040
0.664832905,Idylwylde,6320,Kenilworth,6350
0.664832905,Idylwylde,6320,King Edward Park,6360
0.664832905,Idylwylde,6320,Ottewell,6550
0.664832905,Idylwylde,6320,Strathearn,6710
0.743856488,Industrial Heights,2360,Bergman,2090
0.743856488,Industrial Heights,2360,Homesteader,2350
0.743856488,Industrial Heights,2360,Kennedale Industrial,2380
0.743856488,Industrial Heights,2360,Montrose,2550
0.743856488,Industrial Heights,2360,Newton,2560
1.649851099,Inglewood,3240,Dovercourt,3170
1.649851099,Inglewood,3240,Edmonton Municipal Airport,1110
1.649851099,Inglewood,3240,North Glenora,3310
1.649851099,Inglewood,3240,Prince Charles,3350
1.649851099,Inglewood,3240,Prince Rupert,1170
1.649851099,Inglewood,3240,Queen Mary Park,1180
1.649851099,Inglewood,3240,Sherbrooke,3410
1.649851099,Inglewood,3240,Westmount,3440
1.649851099,Inglewood,3240,Woodcroft,3450
1.267804997,Jackson Heights,6330,Kiniski Gardens,6370
1.267804997,Jackson Heights,6330,Minchau,6530
1.267804997,Jackson Heights,6330,Pylypow Industrial,6590
1.267804997,Jackson Heights,6330,Roper Industrial,6640
1.267804997,Jackson Heights,6330,Southeast Industrial,6690
1.083080447,Jamieson Place,4220,Dechene,4110
1.083080447,Jamieson Place,4220,Donsdale,4120
1.083080447,Jamieson Place,4220,Ormsby Place,4380
1.083080447,Jamieson Place,4220,Wedgewood Heights,4570
0.665285409,Jasper Park,4230,Laurier Heights,3270
0.665285409,Jasper Park,4230,Lynnwood,4280
0.665285409,Jasper Park,4230,Meadowlark Park,4310
0.665285409,Jasper Park,4230,Parkview,3330
0.665285409,Jasper Park,4230,Sherwood,4500
0.72159953,Kameyosek,6340,Lee Ridge,6400
0.72159953,Kameyosek,6340,Meyonohk,6470
0.72159953,Kameyosek,6340,Mill Woods Park,6510
0.72159953,Kameyosek,6340,Mill Woods Town Centre,6520
0.72159953,Kameyosek,6340,Richfield,6600
0.72159953,Kameyosek,6340,Tawa,6720
0.72159953,Kameyosek,6340,Tipaskan,6750
1.265769698,Keheewin,5250,Blue Quill,5060
1.265769698,Keheewin,5250,Ermineskin,5180
1.265769698,Keheewin,5250,Parsons Industrial,6570
1.265769698,Keheewin,5250,Skyrattler,5460
1.265769698,Keheewin,5250,South Edmonton Common,6195
1.148418023,Kenilworth,6350,Gainer Industrial,6250
1.148418023,Kenilworth,6350,Holyrood,6310
1.148418023,Kenilworth,6350,Idylwylde,6320
1.148418023,Kenilworth,6350,King Edward Park,6360
1.148418023,Kenilworth,6350,Lambton Industrial,6380
1.148418023,Kenilworth,6350,Ottewell,6550
1.319499972,Kennedale Industrial,2380,Clareview Town Centre,2145
1.319499972,Kennedale Industrial,2380,Homesteader,2350
1.319499972,Kennedale Industrial,2380,Industrial Heights,2360
1.319499972,Kennedale Industrial,2380,Sifton Park,2710
1.32538324,Kensington,3250,Athlone,3010
1.32538324,Kensington,3250,Baranow,3020
1.32538324,Kensington,3250,Calder,3070
1.32538324,Kensington,3250,Carlisle,3090
1.32538324,Kensington,3250,Griesbach,3111
1.32538324,Kensington,3250,Lauderdale,3260
1.32538324,Kensington,3250,Pembina,3340
1.32538324,Kensington,3250,Rosslyn,3390
1.32538324,Kensington,3250,Wellington,3430
0.891282195,Kernohan,2390,Bannerman,2030
0.891282195,Kernohan,2390,Belmont,2070
0.891282195,Kernohan,2390,Hairsine,2320
3.874828455,Keswick Area,5576,Glenridding Area,5577
3.874828455,Keswick Area,5576,River Valley Windermere,5405
3.874828455,Keswick Area,5576,Riverview Area,4463
1.188673329,Kildare,2400,Belvedere,2080
1.188673329,Kildare,2400,Delwood,2230
1.188673329,Kildare,2400,Evansdale,2260
1.188673329,Kildare,2400,Glengarry,2290
1.188673329,Kildare,2400,Kilkenny,2410
1.188673329,Kildare,2400,McLeod,2530
1.188673329,Kildare,2400,Northmount,2580
1.188673329,Kildare,2400,York,2720
1.749930586,Kilkenny,2410,Belle Rive,2050
1.749930586,Kilkenny,2410,Evansdale,2260
1.749930586,Kilkenny,2410,Kildare,2400
1.749930586,Kilkenny,2410,Matt Berry,2500
1.749930586,Kilkenny,2410,Mayliewan,2511
1.749930586,Kilkenny,2410,McLeod,2530
1.749930586,Kilkenny,2410,Northmount,2580
1.749930586,Kilkenny,2410,Ozerna,2600
1.749930586,Kilkenny,2410,York,2720
1.333083361,Killarney,2420,Balwin,2020
1.333083361,Killarney,2420,Delwood,2230
1.333083361,Killarney,2420,Lauderdale,3260
1.333083361,Killarney,2420,Yellowhead Corridor East,1270
1.333083361,Killarney,2420,Yellowhead Corridor West,1280
1.404195762,King Edward Park,6360,Bonnie Doon,6040
1.404195762,King Edward Park,6360,Gainer Industrial,6250
1.404195762,King Edward Park,6360,Girard Industrial,6260
1.404195762,King Edward Park,6360,Idylwylde,6320
1.404195762,King Edward Park,6360,Kenilworth,6350
1.959488942,Kiniski Gardens,6370,Jackson Heights,6330
1.959488942,Kiniski Gardens,6370,Minchau,6530
7.078608429,Kinokamau Plains Area,4475,Anthony Henday Mistatim,4015
7.078608429,Kinokamau Plains Area,4475,Armstrong Industrial,4030
7.078608429,Kinokamau Plains Area,4475,Carleton Square Industrial,4100
7.078608429,Kinokamau Plains Area,4475,Edmiston Industrial,4130
7.078608429,Kinokamau Plains Area,4475,Hawin Park Estate Industrial,4190
7.078608429,Kinokamau Plains Area,4475,White Industrial,4630
0.890162843,Kirkness,2430,Bannerman,2030
0.890162843,Kirkness,2430,Clareview Town Centre,2145
0.890162843,Kirkness,2430,Ebbers,2251
0.890162843,Kirkness,2430,Fraser,2280
0.890162843,Kirkness,2430,Gorman,2311
0.890162843,Kirkness,2430,Hairsine,2320
1.656774237,Klarvatten,2440,Lago Lindo,2450
1.656774237,Klarvatten,2440,Mayliewan,2511
1.33533148,La Perle,4240,Belmead,4040
1.33533148,La Perle,4240,Place LaRue,4400
1.33533148,La Perle,4240,Summerlea,4520
1.33533148,La Perle,4240,Terra Losa,4540
1.305512245,Lago Lindo,2450,Anthony Henday Castledowns,4016
1.305512245,Lago Lindo,2450,Anthony Henday Lake District,4017
1.305512245,Lago Lindo,2450,Baturyn,3030
1.305512245,Lago Lindo,2450,Eaux Claires,2241
1.305512245,Lago Lindo,2450,Elsinore,3190
1.305512245,Lago Lindo,2450,Klarvatten,2440
1.305512245,Lago Lindo,2450,Lorelei,3280
0.638283446,Lambton Industrial,6380,Gainer Industrial,6250
0.638283446,Lambton Industrial,6380,Kenilworth,6350
0.638283446,Lambton Industrial,6380,Ottewell,6550
0.578506248,Lansdowne,5260,Malmo Plains,5280
0.578506248,Lansdowne,5260,Royal Gardens,5430
0.578506248,Lansdowne,5260,University of Alberta Farm,5530
0.578506248,Lansdowne,5260,Whitemud Creek Ravine South,5560
1.658194921,Larkspur,6390,Pylypow Industrial,6590
