neighbourhood_area,neighbourhood,neighbourhood_id,adjacent,adjacent_id
1.658194921,Larkspur,6390,Southeast Industrial,6690
1.658194921,Larkspur,6390,Tamarack,6443
1.658194921,Larkspur,6390,Wild Rose,6790
1.301509581,Lauderdale,3260,Calder,3070
1.301509581,Lauderdale,3260,Kensington,3250
1.301509581,Lauderdale,3260,Killarney,2420
1.301509581,Lauderdale,3260,Yellowhead Corridor East,1270
1.301509581,Lauderdale,3260,Yellowhead Corridor West,1280
2.802352028,Laurel,6444,Bisset,6030
2.802352028,Laurel,6444,Crawford Plains,6140
2.802352028,Laurel,6444,Daly Grove,6150
2.802352028,Laurel,6444,Meadows Area,6440
2.802352028,Laurel,6444,Silver Berry,6442
2.802352028,Laurel,6444,Tamarack,6443
1.325826765,Laurier Heights,3270,Jasper Park,4230
1.325826765,Laurier Heights,3270,Lynnwood,4280
1.325826765,Laurier Heights,3270,Parkview,3330
1.325826765,Laurier Heights,3270,River Valley Laurier,3382
0.898035537,Lee Ridge,6400,Greenview,6280
0.898035537,Lee Ridge,6400,Hillview,6300
0.898035537,Lee Ridge,6400,Kameyosek,6340
0.898035537,Lee Ridge,6400,Michaels Park,6480
0.898035537,Lee Ridge,6400,Richfield,6600
0.898035537,Lee Ridge,6400,Tawa,6720
0.898035537,Lee Ridge,6400,Tipaskan,6750
0.898035537,Lee Ridge,6400,Tweddle Place,6760
1.056882664,Leger,5630,Carter Crest,5130
1.056882664,Leger,5630,Haddow,5610
1.056882664,Leger,5630,Hodgson,5620
1.056882664,Leger,5630,Magrath Heights,5476
1.056882664,Leger,5630,Terwillegar Towne,5640
0.859009434,Lendrum Place,5270,Empire Park,5170
0.859009434,Lendrum Place,5270,Malmo Plains,5280
0.859009434,Lendrum Place,5270,Parkallen,5310
0.859009434,Lendrum Place,5270,Pleasantview,5320
0.859009434,Lendrum Place,5270,University of Alberta Farm,5530
0.764306877,Lewis Farms Industrial,4485,Secord,4487
0.764306877,Lewis Farms Industrial,4485,Winterburn Industrial Area West,4670
1.220997712,Lorelei,3280,Baturyn,3030
1.220997712,Lorelei,3280,Beaumaris,3040
1.220997712,Lorelei,3280,Dunluce,3180
1.220997712,Lorelei,3280,Eaux Claires,2241
1.220997712,Lorelei,3280,Lago Lindo,2450
1.561583371,Lymburn,4270,Aldergrove,4020
1.561583371,Lymburn,4270,Anthony Henday,4011
1.561583371,Lymburn,4270,Callingwood North,4070
1.561583371,Lymburn,4270,Callingwood South,4080
1.561583371,Lymburn,4270,Ormsby Place,4380
1.561583371,Lymburn,4270,Thorncliff,4560
0.895015484,Lynnwood,4280,Elmwood,4140
0.895015484,Lynnwood,4280,Jasper Park,4230
0.895015484,Lynnwood,4280,Laurier Heights,3270
0.895015484,Lynnwood,4280,Meadowlark Park,4310
0.895015484,Lynnwood,4280,Parkview,3330
0.895015484,Lynnwood,4280,Patricia Heights,4390
0.895015484,Lynnwood,4280,River Valley Laurier,3382
1.161115513,MacEwan,5452,Blackburne,5590
1.161115513,MacEwan,5452,Blackmud Creek,5453
1.161115513,MacEwan,5452,Richford,5451
1.161115513,MacEwan,5452,Rutherford,5454
1.035830751,Mactaggart,5477,Anthony Henday Terwillegar,4013
1.035830751,Mactaggart,5477,Magrath Heights,5476
1.035830751,Mactaggart,5477,South Terwillegar,5642
1.035830751,Mactaggart,5477,Terwillegar Towne,5640
1.228932427,Magrath Heights,5476,Hodgson,5620
1.228932427,Magrath Heights,5476,Leger,5630
1.228932427,Magrath Heights,5476,Mactaggart,5477
1.228932427,Magrath Heights,5476,South Terwillegar,5642
1.228932427,Magrath Heights,5476,Terwillegar Towne,5640
1.228932427,Magrath Heights,5476,Whitemud Creek Ravine Twin Brooks,5565
0.940940724,Malmo Plains,5280,Empire Park,5170
0.940940724,Malmo Plains,5280,Lansdowne,5260
0.940940724,Malmo Plains,5280,Lendrum Place,5270
0.940940724,Malmo Plains,5280,Pleasantview,5320
0.940940724,Malmo Plains,5280,Rideau Park,5360
0.940940724,Malmo Plains,5280,Royal Gardens,5430
0.940940724,Malmo Plains,5280,University of Alberta Farm,5530
0.940940724,Malmo Plains,5280,Whitemud Creek Ravine South,5560
1.831670312,Maple,6441,Maple Ridge Industrial,6420
1.831670312,Maple,6441,Meadows Area,6440
0.689274301,Maple Ridge,6410,Southeast Industrial,6690
3.745471619,Maple Ridge Industrial,6420,Maple,6441
1.137771756,Matt Berry,2500,Kilkenny,2410
1.137771756,Matt Berry,2500,McConachie Area,2521
1.137771756,Matt Berry,2500,McLeod,2530
1.137771756,Matt Berry,2500,Ozerna,2600
1.137771756,Matt Berry,2500,Schonsee,2700
0.867205324,Mayfield,4290,Britannia Youngstown,4060
0.867205324,Mayfield,4290,Canora,4090
0.867205324,Mayfield,4290,High Park,4200
0.867205324,Mayfield,4290,High Park Industrial,4210
0.867205324,Mayfield,4290,Sheffield Industrial,4490
1.195862429,Mayliewan,2511,Belle Rive,2050
1.195862429,Mayliewan,2511,Evansdale,2260
1.195862429,Mayliewan,2511,Kilkenny,2410
1.195862429,Mayliewan,2511,Klarvatten,2440
1.195862429,Mayliewan,2511,Schonsee,2700
0.574667953,McArthur Industrial,3290,Bonaventure Industrial,4050
0.574667953,McArthur Industrial,3290,Brown Industrial,3050
0.574667953,McArthur Industrial,3290,Hagmann Estate Industrial,3220
0.574667953,McArthur Industrial,3290,Mistatim Industrial,4320
0.574667953,McArthur Industrial,3290,Rampart Industrial,3360
0.574667953,McArthur Industrial,3290,Wellington,3430
1.498170148,McCauley,1140,Alberta Avenue,1010
1.498170148,McCauley,1140,Downtown,1090
1.498170148,McCauley,1140,Parkdale,1160
1.498170148,McCauley,1140,Spruce Avenue,1230
2.626761933,McConachie Area,2521,Anthony Henday Lake District,4017
2.626761933,McConachie Area,2521,Crystallina Nera East,2462
2.626761933,McConachie Area,2521,Cy Becker,2611
2.626761933,McConachie Area,2521,Matt Berry,2500
2.626761933,McConachie Area,2521,Ozerna,2600
2.626761933,McConachie Area,2521,Schonsee,2700
1.569990469,McIntyre Industrial,6430,Coronet Industrial,6100
1.569990469,McIntyre Industrial,6430,Michaels Park,6480
1.569990469,McIntyre Industrial,6430,Mill Woods Golf Course,6500
1.569990469,McIntyre Industrial,6430,Papaschase Industrial,6560
1.569990469,McIntyre Industrial,6430,Strathcona Industrial Park,6700
1.569990469,McIntyre Industrial,6430,Tweddle Place,6760
0.878288836,McKernan,5290,Belgravia,5040
0.878288836,McKernan,5290,Garneau,5200
0.878288836,McKernan,5290,Parkallen,5310
0.878288836,McKernan,5290,Queen Alexandra,5330
0.878288836,McKernan,5290,University of Alberta,5520
0.878288836,McKernan,5290,University of Alberta Farm,5530
0.966538217,McLeod,2530,Casselman,2130
0.966538217,McLeod,2530,Kildare,2400
0.966538217,McLeod,2530,Kilkenny,2410
0.966538217,McLeod,2530,Matt Berry,2500
0.966538217,McLeod,2530,Ozerna,2600
0.966538217,McLeod,2530,York,2720
0.978108406,McNamara Industrial,4300,Morin Industrial,4340
0.978108406,McNamara Industrial,4300,Stone Industrial,4510
0.978108406,McNamara Industrial,4300,West Sheffield Industrial,4600
0.705743961,McQueen,3300,Canora,4090
0.705743961,McQueen,3300,Glenora,3200
0.705743961,McQueen,3300,Grovenor,3210
0.705743961,McQueen,3300,High Park Industrial,4210
0.705743961,McQueen,3300,Huff Bremner Estate Industrial,3230
0.705743961,McQueen,3300,North Glenora,3310
0.705743961,McQueen,3300,Woodcroft,3450
1.108866874,Meadowlark Park,4310,Elmwood,4140
1.108866874,Meadowlark Park,4310,Glenwood,4180
1.108866874,Meadowlark Park,4310,Jasper Park,4230
1.108866874,Meadowlark Park,4310,Lynnwood,4280
1.108866874,Meadowlark Park,4310,Sherwood,4500
1.108866874,Meadowlark Park,4310,West Jasper Place,4580
1.108866874,Meadowlark Park,4310,West Meadowlark Park,4590
2.034180798,Meadows Area,6440,Laurel,6444
2.034180798,Meadows Area,6440,Maple,6441
2.034180798,Meadows Area,6440,Silver Berry,6442
0.894269779,Menisa,6450,Anthony Henday South East,6665
0.894269779,Menisa,6450,Ekota,6200
0.894269779,Menisa,6450,Meyokumin,6460
0.894269779,Menisa,6450,Sakaw,6670
0.894269779,Menisa,6450,Satoo,6680
0.974079704,Meyokumin,6460,Crawford Plains,6140
0.974079704,Meyokumin,6460,Ekota,6200
0.974079704,Meyokumin,6460,Menisa,6450
0.974079704,Meyokumin,6460,Pollard Meadows,6580
0.974079704,Meyokumin,6460,Sakaw,6670
0.974079704,Meyokumin,6460,Weinlos,6770
0.873954039,Meyonohk,6470,Edmonton Research and Development Park,6190
0.873954039,Meyonohk,6470,Ekota,6200
0.873954039,Meyonohk,6470,Kameyosek,6340
0.873954039,Meyonohk,6470,Mill Woods Park,6510
0.873954039,Meyonohk,6470,Parsons Industrial,6570
0.873954039,Meyonohk,6470,Satoo,6680
0.873954039,Meyonohk,6470,Tipaskan,6750
0.83203026,Michaels Park,6480,Greenview,6280
0.83203026,Michaels Park,6480,Hillview,6300
0.83203026,Michaels Park,6480,Lee Ridge,6400
0.83203026,Michaels Park,6480,McIntyre Industrial,6430
0.83203026,Michaels Park,6480,Mill Woods Golf Course,6500
0.83203026,Michaels Park,6480,Roper Industrial,6640
0.83203026,Michaels Park,6480,Tweddle Place,6760
0.699351417,Mill Creek Ravine North,6491,Bonnie Doon,6040
0.699351417,Mill Creek Ravine North,6491,Mill Creek Ravine South,6492
0.699351417,Mill Creek Ravine North,6491,Ritchie,6610
0.699351417,Mill Creek Ravine North,6491,River Valley Walterdale,5390
0.759371855,Mill Creek Ravine South,6492,Bonnie Doon,6040
0.759371855,Mill Creek Ravine South,6492,Coronet Addition Industrial,6090
0.759371855,Mill Creek Ravine South,6492,Mill Creek Ravine North,6491
0.759371855,Mill Creek Ravine South,6492,Rosedale Industrial,6650
0.759371855,Mill Creek Ravine South,6492,Strathcona,5480
1.394112724,Mill Woods Golf Course,6500,Greenview,6280
1.394112724,Mill Woods Golf Course,6500,McIntyre Industrial,6430
1.394112724,Mill Woods Golf Course,6500,Michaels Park,6480
1.394112724,Mill Woods Golf Course,6500,Pylypow Industrial,6590
1.394112724,Mill Woods Golf Course,6500,Roper Industrial,6640
0.490425045,Mill Woods Park,6510,Ekota,6200
0.490425045,Mill Woods Park,6510,Kameyosek,6340
0.490425045,Mill Woods Park,6510,Meyonohk,6470
0.490425045,Mill Woods Park,6510,Satoo,6680
0.490425045,Mill Woods Park,6510,Tawa,6720
0.490425045,Mill Woods Park,6510,Tipaskan,6750
0.518415531,Mill Woods Town Centre,6520,Kameyosek,6340
0.518415531,Mill Woods Town Centre,6520,Pollard Meadows,6580
0.518415531,Mill Woods Town Centre,6520,Tawa,6720
0.518415531,Mill Woods Town Centre,6520,Weinlos,6770
0.82683283,Miller,2541,Brintnell,2110
0.82683283,Miller,2541,Casselman,2130
0.82683283,Miller,2541,Clareview Town Centre,2145
0.82683283,Miller,2541,Ebbers,2251
0.82683283,Miller,2541,York,2720
0.905519016,Minchau,6530,Bisset,6030
0.905519016,Minchau,6530,Jackson Heights,6330
0.905519016,Minchau,6530,Kiniski Gardens,6370
0.905519016,Minchau,6530,Silver Berry,6442
0.905519016,Minchau,6530,Tawa,6720
0.905519016,Minchau,6530,Weinlos,6770
6.780841616,Mistatim Industrial,4320,Anthony Henday Big Lake,4018
6.780841616,Mistatim Industrial,4320,Anthony Henday Rampart,4023
6.780841616,Mistatim Industrial,4320,Bonaventure Industrial,4050
6.780841616,Mistatim Industrial,4320,McArthur Industrial,3290
6.780841616,Mistatim Industrial,4320,Rampart Industrial,3360
0.592507018,Mitchell Industrial,4330,Alberta Park Industrial,4010
0.592507018,Mitchell Industrial,4330,Dominion Industrial,3160
0.592507018,Mitchell Industrial,4330,Gagnon Estate Industrial,4150
0.592507018,Mitchell Industrial,4330,Garside Industrial,4170
0.592507018,Mitchell Industrial,4330,Huff Bremner Estate Industrial,3230
1.310417329,Montrose,2550,Bellevue,2060
1.310417329,Montrose,2550,Edmonton Northlands,1120
1.310417329,Montrose,2550,Highlands,2330
1.310417329,Montrose,2550,Industrial Heights,2360
0.66861281,Morin Industrial,4340,McNamara Industrial,4300
0.66861281,Morin Industrial,4340,Place LaRue,4400
0.66861281,Morin Industrial,4340,Stone Industrial,4510
0.66861281,Morin Industrial,4340,Sunwapta Industrial,4530
0.66861281,Morin Industrial,4340,Wilson Industrial,4640
1.292765393,Morris Industrial,6540,Davies Industrial East,6160
1.292765393,Morris Industrial,6540,Gainer Industrial,6250
1.292765393,Morris Industrial,6540,Weir Industrial,6780
1.065556442,Newton,2560,Beacon Heights,2040
1.065556442,Newton,2560,Bergman,2090
1.065556442,Newton,2560,Beverly Heights,2100
1.065556442,Newton,2560,Highlands,2330
1.065556442,Newton,2560,Homesteader,2350
1.065556442,Newton,2560,Industrial Heights,2360
0.866766206,North Glenora,3310,Glenora,3200
0.866766206,North Glenora,3310,Grovenor,3210
0.866766206,North Glenora,3310,Inglewood,3240
0.866766206,North Glenora,3310,McQueen,3300
0.866766206,North Glenora,3310,Westmount,3440
0.866766206,North Glenora,3310,Woodcroft,3450
1.224062074,Northmount,2580,Delwood,2230
1.224062074,Northmount,2580,Evansdale,2260
1.224062074,Northmount,2580,Glengarry,2290
1.224062074,Northmount,2580,Kildare,2400
1.224062074,Northmount,2580,Kilkenny,2410
0.688147604,Norwester Industrial,4350,Alberta Park Industrial,4010
0.688147604,Norwester Industrial,4350,Armstrong Industrial,4030
0.688147604,Norwester Industrial,4350,Carleton Square Industrial,4100
0.688147604,Norwester Industrial,4350,Hawin Park Estate Industrial,4190
0.688147604,Norwester Industrial,4350,Sheffield Industrial,4490
0.688147604,Norwester Industrial,4350,West Sheffield Industrial,4600
0.523564273,Ogilvie Ridge,5300,Bulyea Heights,5100
0.523564273,Ogilvie Ridge,5300,Carter Crest,5130
1.325997429,Oleskiw,4360,Gariepy,4160
1.325997429,Oleskiw,4360,River Valley Lessard North,4440
1.70212046,Oliver,1150,Westmount,3440
1.35035847,Ormsby Place,4380,Callingwood North,4070
1.35035847,Ormsby Place,4380,Callingwood South,4080
1.35035847,Ormsby Place,4380,Dechene,4110
1.35035847,Ormsby Place,4380,Gariepy,4160
1.35035847,Ormsby Place,4380,Jamieson Place,4220
1.35035847,Ormsby Place,4380,Lymburn,4270
2.584236919,Ottewell,6550,Eastgate Business Park,6180
2.584236919,Ottewell,6550,Forest Heights,6230
2.584236919,Ottewell,6550,Fulton Place,6240
2.584236919,Ottewell,6550,Gold Bar,6270
2.584236919,Ottewell,6550,Holyrood,6310
2.584236919,Ottewell,6550,Idylwylde,6320
2.584236919,Ottewell,6550,Kenilworth,6350
2.584236919,Ottewell,6550,Lambton Industrial,6380
0.841198173,Overlanders,2590,Bergman,2090
0.841198173,Overlanders,2590,Canon Ridge,2120
0.841198173,Overlanders,2590,Homesteader,2350
0.841198173,Overlanders,2590,River Valley Rundle,2650
1.184046826,Oxford,3320,Baranow,3020
1.184046826,Oxford,3320,Carlton,3470
1.184046826,Oxford,3320,Cumberland,3150
1.184046826,Oxford,3320,Dunluce,3180
1.184046826,Oxford,3320,Rapperswill,3370
1.119814651,Ozerna,2600,Kilkenny,2410
1.119814651,Ozerna,2600,Matt Berry,2500
1.119814651,Ozerna,2600,McConachie Area,2521
1.119814651,Ozerna,2600,McLeod,2530
1.119814651,Ozerna,2600,Schonsee,2700
0.652975249,Paisley,5469,Chappelle Area,5462
0.652975249,Paisley,5469,Graydon Hill,5468
0.652975249,Paisley,5469,Heritage Valley Town Centre Area,5464
1.238036776,Papaschase Industrial,6560,Calgary Trail North,5110
1.238036776,Papaschase Industrial,6560,Calgary Trail South,5120
1.238036776,Papaschase Industrial,6560,Coronet Industrial,6100
1.238036776,Papaschase Industrial,6560,McIntyre Industrial,6430
1.238036776,Papaschase Industrial,6560,Strathcona Industrial Park,6700
1.238036776,Papaschase Industrial,6560,Tweddle Place,6760
0.848906409,Parkallen,5310,Allendale,5010
0.848906409,Parkallen,5310,Belgravia,5040
0.848906409,Parkallen,5310,Lendrum Place,5270
0.848906409,Parkallen,5310,McKernan,5290
0.848906409,Parkallen,5310,Pleasantview,5320
0.848906409,Parkallen,5310,Queen Alexandra,5330
0.848906409,Parkallen,5310,University of Alberta Farm,5530
0.951677388,Parkdale,1160,Alberta Avenue,1010
0.951677388,Parkdale,1160,Cromdale,1070
0.951677388,Parkdale,1160,Eastwood,1100
0.951677388,Parkdale,1160,Edmonton Northlands,1120
0.951677388,Parkdale,1160,McCauley,1140
1.546447997,Parkview,3330,Crestwood,3140
1.546447997,Parkview,3330,Jasper Park,4230
1.546447997,Parkview,3330,Laurier Heights,3270
1.546447997,Parkview,3330,Lynnwood,4280
1.546447997,Parkview,3330,Sherwood,4500
1.546447997,Parkview,3330,West Jasper Place,4580
2.627118273,Parsons Industrial,6570,Calgary Trail South,5120
2.627118273,Parsons Industrial,6570,Edmonton Research and Development Park,6190
2.627118273,Parsons Industrial,6570,Ermineskin,5180
2.627118273,Parsons Industrial,6570,Keheewin,5250
2.627118273,Parsons Industrial,6570,Meyonohk,6470
2.627118273,Parsons Industrial,6570,Richfield,6600
2.627118273,Parsons Industrial,6570,Satoo,6680
2.627118273,Parsons Industrial,6570,South Edmonton Common,6195
2.627118273,Parsons Industrial,6570,Strathcona Industrial Park,6700
2.627118273,Parsons Industrial,6570,Tipaskan,6750
0.653970425,Patricia Heights,4390,Elmwood,4140
0.653970425,Patricia Heights,4390,Lynnwood,4280
0.572523212,Pembina,3340,Baranow,3020
0.572523212,Pembina,3340,Cumberland,3150
0.572523212,Pembina,3340,Hudson,3480
0.572523212,Pembina,3340,Kensington,3250
0.572523212,Pembina,3340,Rampart Industrial,3360
1.041799556,Place LaRue,4400,Anthony Henday,4011
1.041799556,Place LaRue,4400,Britannia Youngstown,4060
1.041799556,Place LaRue,4400,Glenwood,4180
1.041799556,Place LaRue,4400,La Perle,4240
1.041799556,Place LaRue,4400,Morin Industrial,4340
1.041799556,Place LaRue,4400,Stone Industrial,4510
1.041799556,Place LaRue,4400,Terra Losa,4540
1.48039114,Pleasantview,5320,Allendale,5010
1.48039114,Pleasantview,5320,Calgary Trail North,5110
1.48039114,Pleasantview,5320,Lendrum Place,5270
1.48039114,Pleasantview,5320,Malmo Plains,5280
1.48039114,Pleasantview,5320,Parkallen,5310
1.052584872,Pollard Meadows,6580,Bisset,6030
1.052584872,Pollard Meadows,6580,Crawford Plains,6140
1.052584872,Pollard Meadows,6580,Meyokumin,6460
1.052584872,Pollard Meadows,6580,Mill Woods Town Centre,6520
1.052584872,Pollard Meadows,6580,Sakaw,6670
1.052584872,Pollard Meadows,6580,Weinlos,6770
1.154895898,Potter Greens,4710,Breckenridge Greens,4700
1.154895898,Potter Greens,4710,Glastonbury,4720
1.154895898,Potter Greens,4710,Granville,4551
1.154895898,Potter Greens,4710,Suder Greens,4730
0.663630709,Poundmaker Industrial,4410,Sunwapta Industrial,4530
0.663630709,Poundmaker Industrial,4410,White Industrial,4630
0.663630709,Poundmaker Industrial,4410,Wilson Industrial,4640
0.790115376,Prince Charles,3350,Edmonton Municipal Airport,1110
0.790115376,Prince Charles,3350,Hagmann Estate Industrial,3220
0.790115376,Prince Charles,3350,Inglewood,3240
0.790115376,Prince Charles,3350,Prince Rupert,1170
0.790115376,Prince Charles,3350,Sherbrooke,3410
0.790115376,Prince Charles,3350,Yellowhead Corridor West,1280
1.144949478,Prince Rupert,1170,Central McDougall,1030
1.144949478,Prince Rupert,1170,Inglewood,3240
1.144949478,Prince Rupert,1170,Prince Charles,3350
1.144949478,Prince Rupert,1170,Queen Mary Park,1180
1.144949478,Prince Rupert,1170,Spruce Avenue,1230
1.144949478,Prince Rupert,1170,Westmount,3440
3.485795199,Pylypow Industrial,6590,Davies Industrial East,6160
3.485795199,Pylypow Industrial,6590,Jackson Heights,6330
3.485795199,Pylypow Industrial,6590,Larkspur,6390
3.485795199,Pylypow Industrial,6590,Mill Woods Golf Course,6500
3.485795199,Pylypow Industrial,6590,Roper Industrial,6640
3.485795199,Pylypow Industrial,6590,Southeast Industrial,6690
1.235991391,Queen Alexandra,5330,Allendale,5010
1.235991391,Queen Alexandra,5330,Garneau,5200
1.235991391,Queen Alexandra,5330,McKernan,5290
1.235991391,Queen Alexandra,5330,Parkallen,5310
1.235991391,Queen Alexandra,5330,Strathcona,5480
1.235991391,Queen Alexandra,5330,Strathcona Junction,5151
1.824072523,Queen Mary Park,1180,Central McDougall,1030
1.824072523,Queen Mary Park,1180,Inglewood,3240
1.824072523,Queen Mary Park,1180,Prince Rupert,1170
1.824072523,Queen Mary Park,1180,Westmount,3440
0.20715297,Quesnell Heights,4420,Rio Terrace,4430
3.625594648,Rampart Industrial,3360,Bonaventure Industrial,4050
3.625594648,Rampart Industrial,3360,McArthur Industrial,3290
3.625594648,Rampart Industrial,3360,Mistatim Industrial,4320
3.625594648,Rampart Industrial,3360,Pembina,3340
1.310839702,Ramsay Heights,5340,Brookside,5090
1.310839702,Ramsay Heights,5340,Bulyea Heights,5100
1.027752276,Rapperswill,3370,Anthony Henday Rampart,4023
1.027752276,Rapperswill,3370,Canossa,3080
1.027752276,Rapperswill,3370,Dunluce,3180
1.027752276,Rapperswill,3370,Oxford,3320
1.344077714,Rhatigan Ridge,5350,Bulyea Heights,5100
1.344077714,Rhatigan Ridge,5350,Carter Crest,5130
1.344077714,Rhatigan Ridge,5350,Henderson Estates,5230
1.344077714,Rhatigan Ridge,5350,River Valley Terwillegar,5380
0.944326678,Richfield,6600,Kameyosek,6340
0.944326678,Richfield,6600,Lee Ridge,6400
0.944326678,Richfield,6600,Parsons Industrial,6570
0.944326678,Richfield,6600,Strathcona Industrial Park,6700
0.944326678,Richfield,6600,Tipaskan,6750
0.944326678,Richfield,6600,Tweddle Place,6760
0.591263813,Richford,5451,Blackburne,5590
0.591263813,Richford,5451,Blackmud Creek,5453
0.591263813,Richford,5451,Cashman,5466
0.591263813,Richford,5451,MacEwan,5452
0.591263813,Richford,5451,Rutherford,5454
0.801660987,Rideau Park,5360,Calgary Trail North,5110
0.801660987,Rideau Park,5360,Calgary Trail South,5120
0.801660987,Rideau Park,5360,Duggan,5160
0.801660987,Rideau Park,5360,Empire Park,5170
0.801660987,Rideau Park,5360,Greenfield,5220
0.801660987,Rideau Park,5360,Malmo Plains,5280
0.801660987,Rideau Park,5360,Royal Gardens,5430
0.58275232,Rio Terrace,4430,Quesnell Heights,4420
1.269340267,Ritchie,6610,CPR Irvine,6110
1.269340267,Ritchie,6610,Hazeldean,6290
1.269340267,Ritchie,6610,Mill Creek Ravine North,6491
1.269340267,Ritchie,6610,Strathcona,5480
2.028065672,River Valley Cameron,4467,Anthony Henday Terwillegar,4013
2.028065672,River Valley Cameron,4467,Cameron Heights,4466
2.028065672,River Valley Cameron,4467,River Valley Oleskiw,4451
2.028065672,River Valley Cameron,4467,Wedgewood Heights,4570
1.687583469,River Valley Capitol Hill,3380,Canora,4090
1.687583469,River Valley Capitol Hill,3380,Crestwood,3140
1.687583469,River Valley Capitol Hill,3380,Glenora,3200
1.687583469,River Valley Capitol Hill,3380,Grovenor,3210
1.687583469,River Valley Capitol Hill,3380,River Valley Glenora,3381
1.687583469,River Valley Capitol Hill,3380,River Valley Laurier,3382
1.687583469,River Valley Capitol Hill,3380,West Jasper Place,4580
0.990622541,River Valley Fort Edmonton,5401,River Valley Laurier,3382
0.990622541,River Valley Fort Edmonton,5401,River Valley Lessard North,4440
0.990622541,River Valley Fort Edmonton,5401,River Valley Oleskiw,4451
0.652515924,River Valley Glenora,3381,River Valley Capitol Hill,3380
0.652515924,River Valley Glenora,3381,River Valley Mayfair,5370
2.070698192,River Valley Gold Bar,6620,Capilano,6061
2.070698192,River Valley Gold Bar,6620,Eastgate Business Park,6180
2.070698192,River Valley Gold Bar,6620,Fulton Place,6240
2.070698192,River Valley Gold Bar,6620,River Valley Highlands,2640
2.070698192,River Valley Gold Bar,6620,River Valley Rundle,2650
2.196307961,River Valley Hermitage,2630,Anthony Henday Clareview,4022
2.196307961,River Valley Hermitage,2630,Bannerman,2030
2.196307961,River Valley Hermitage,2630,Clover Bar Area,2160
2.196307961,River Valley Hermitage,2630,Homesteader,2350
2.196307961,River Valley Hermitage,2630,River Valley Rundle,2650
1.188119616,River Valley Highlands,2640,Bellevue,2060
1.188119616,River Valley Highlands,2640,Beverly Heights,2100
1.188119616,River Valley Highlands,2640,Highlands,2330
1.188119616,River Valley Highlands,2640,River Valley Gold Bar,6620
1.188119616,River Valley Highlands,2640,River Valley Kinnaird,1190
1.188119616,River Valley Highlands,2640,River Valley Riverside,6630
1.188119616,River Valley Highlands,2640,River Valley Rundle,2650
1.188119616,River Valley Highlands,2640,Virginia Park,1240
0.855766648,River Valley Kinnaird,1190,Boyle Street,1020
0.855766648,River Valley Kinnaird,1190,Cromdale,1070
0.855766648,River Valley Kinnaird,1190,River Valley Highlands,2640
0.855766648,River Valley Kinnaird,1190,Riverdale,1210
0.855766648,River Valley Kinnaird,1190,Virginia Park,1240
1.24348344,River Valley Laurier,3382,Laurier Heights,3270
1.24348344,River Valley Laurier,3382,Lynnwood,4280
1.24348344,River Valley Laurier,3382,River Valley Capitol Hill,3380
1.24348344,River Valley Laurier,3382,River Valley Fort Edmonton,5401
